Title,Price,Area_sqft,Bedrooms,Bathrooms,Location,Location_encoded,Price_scaled,Area_scaled,Bedrooms_scaled,Bathrooms_scaled,Price_per_sqft
8 Marla Brand New Park face House For sale in Block E MPCHS Multi garden B17 islamabad,34000000,2178,5,5,"MPCHS - Multi Gardens, B-17",8,0.20465116279069767,0.13043478260869562,0.4444444444444445,0.6666666666666666,15610.651974288337
5 Marla (25*50) Double unit House For sale in Block F MPCHS multi garden B17 Islamabad,23500000,1361.25,5,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.4444444444444445,0.6666666666666666,17263.54453627181
8 Marla Full Furnished House For Sale In Multi Garden B-17 Islamabad,26500000,2178,4,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.13488372093023257,0.13043478260869562,0.3333333333333333,0.8333333333333334,12167.12580348944
B-17 Multi Garden House For Sale Block E Islamabad,42500000,2178,5,5,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.2837209302325581,0.13043478260869562,0.4444444444444445,0.6666666666666666,19513.314967860424
"5 Marla Ultra Luxurious Double Heighted House For Sale In Faisal Margalla City, B17 Islamabad",29500000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.16279069767441862,0.048913043,0.3333333333333333,0.6666666666666666,21671.25803
Faisal Margala City 8 Marla House Available For Sale In B17,40000000,2178,5,5,"MPCHS - Multi Gardens, B-17",8,0.26046511627906976,0.13043478260869562,0.4444444444444445,0.6666666666666666,18365.472910927456
2450 Square Feet House For sale In MPCHS - Block B Extension 1 Islamabad,49000000,2967.525,5,6,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.34418604651162793,0.20923913043478265,0.4444444444444445,0.8333333333333334,16512.07656211826
Buy A House Of 1800 Square Feet In MPCHS - Block C1,38000000,2178,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.24186046511627907,0.13043478260869562,0.4444444444444445,0.6666666666666666,17447.199265381085
Sale The Ideally Located House For An Incredible Price Of Pkr Rs. 18500000,18500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.060465116,0.048913043,0.3333333333333333,0.5,13590.449954086318
Brand New Modern Design,27000000,1361.25,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.13953488372093026,0.048913043,0.3333333333333333,0.8333333333333334,19834.710743801654
1 Kanal Designer House,85000000,5445,6,6,"MPCHS - Block A, MPCHS - Multi Gardens",0,0.6790697674418604,0.45652173913043476,0.5555555555555556,0.8333333333333334,15610.651974288337
Smart Design Meets Comfort | 5 Marla Family Home in Prime Location,20700000,1361.25,4,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.080930233,0.048913043,0.3333333333333333,0.5,15206.611570247935
5 Marla Dauble Unit House For Sale,16500000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.041860465,0.048913043,0.3333333333333333,0.6666666666666666,12121.212121212122
Prime Location 5 Marla Villa For Sale,18200000,1361.25,3,3,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.057674419,0.048913043,0.2222222222222222,0.33333333333333337,13370.064279155189
"Lavish 8 Marla House! Brand New! CDA Sector Block C MPCHS B-17! A Class Construction Quality! Reasonable Price Only 3.40 Crore In MPCHS , B17!",32500000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.19069767441860463,0.13043478260869562,0.4444444444444445,0.8333333333333334,14921.946740128558
Spacious Prime Location House Is Available In MPCHS - Block C For sale,35000000,2178,5,4,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.5,16069.788797061525
Buying A Prime Location House In MPCHS - Block C Islamabad?,40000000,2722.5,6,5,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.26046511627906976,0.18478260869565216,0.5555555555555556,0.6666666666666666,14692.378328741965
Well-Constructed House Available For Sale In MPCHS - Block E,40000000,2178,4,5,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.26046511627906976,0.13043478260869562,0.3333333333333333,0.6666666666666666,18365.472910927456
5 Marla Spacious House Available In MPCHS - Block F For Sale,22000000,1361.25,3,3,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.2222222222222222,0.33333333333333337,16161.61616161616
1250 Square Feet House In B-17 For sale At Good Location,18000000,1524.6,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.055813953,0.065217391,0.2222222222222222,0.5,11806.37544273908
Beautiful Prime Location 30*60 House For Sale In Mpchs Multi Garden B-17 Islamabad,32500000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.19069767441860463,0.13043478260869562,0.4444444444444445,0.8333333333333334,14921.946740128558
Multi Gardens F Block 5 Marla Homes For Sale Brand New In B17 Islamabad,21500000,1361.25,5,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.088372093,0.048913043,0.4444444444444445,0.6666666666666666,15794.306703397613
This Is Your Chance To Buy House In MPCHS - Block A,85000000,5445,6,6,"MPCHS - Block A, MPCHS - Multi Gardens",0,0.6790697674418604,0.45652173913043476,0.5555555555555556,0.8333333333333334,15610.651974288337
A House Of 10 Marla In Islamabad,49500000,2722.5,5,6,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.3488372093023256,0.18478260869565216,0.4444444444444445,0.8333333333333334,18181.81818181818
B-17 II 7 Marla Luxury House II For Sale II Best Location Near To MDR,35000000,1905.75,6,5,"MPCHS - Multi Gardens, B-17",8,0.21395348837209305,0.10326086956521739,0.5555555555555556,0.6666666666666666,18365.472910927456
A House Of 5 Marla In Rs. 25000000,25000000,1361.25,5,5,"MPCHS - Multi Gardens, B-17",8,0.12093023255813953,0.048913043,0.4444444444444445,0.6666666666666666,18365.472910927456
Designer 5 Marla House in B-17 Faisal Hills,18400000,1361.25,3,4,"MPCHS - Multi Gardens, B-17",8,0.059534884,0.048913043,0.2222222222222222,0.5,13516.988062442608
8 Marla Brand New Luxury House For Sale In Multi Garden B 17,35000000,2178,5,6,"MPCHS - Block D, MPCHS - Multi Gardens",5,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.8333333333333334,16069.788797061525
10 Marla Brand New Luxury House For Sale In Multi Garden B 17 Islamabad,46000000,2722.5,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.31627906976744186,0.18478260869565216,0.4444444444444445,0.8333333333333334,16896.23507805326
MPCHS - Block C1 House Sized 5 Marla,25000000,1361.25,3,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.12093023255813953,0.048913043,0.2222222222222222,0.5,18365.472910927456
Designer 10 Marla House For Sale In Prime Location Of B-17 Islamabad Brand New 10 Marla House With Modern Finishings Ready To Move In,57000000,2722.5,7,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.41860465116279066,0.18478260869565216,0.6666666666666665,0.8333333333333334,20936.63912
8 Marla Brand New Luxury house for sale in Multi Garden B 17 Islamabad,30000000,2178,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.16744186046511628,0.13043478260869562,0.3333333333333333,0.8333333333333334,13774.104683195592
5 Marla Short Corner Sun Face House Near To Masjid And Park House In Block F MPCHS Multi Garden B-17 Islamabad.,22000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
5 Marla Brand New Double Unit House Available For Sale In Multi Gardens MPCHS B-17 Islamabad.,22500000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.097674419,0.048913043,0.4444444444444445,0.8333333333333334,16528.92561983471
5 Marla Red Sun Villa Available For Sale In MPCHS B-17 Block C 1 Islamabad,19000000,1361.25,3,3,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.065116279,0.048913043,0.2222222222222222,0.33333333333333337,13957.759412304868
Brand New Single Storey House For Sale In B17 Block E,22500000,2178,2,3,"MPCHS - Multi Gardens, B-17",8,0.097674419,0.13043478260869562,0.1111111111111111,0.33333333333333337,10330.578512396694
8 Marla Short Double Unit House Available. For Sale In Multi Gardens MPCHS. B-17 Block E Islamabad,31500000,2178,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.1813953488372093,0.13043478260869562,0.3333333333333333,0.8333333333333334,14462.809917355371
10 Marla Double Unit House Available. For Sale In Multi Gardens MPCHS. B-17 Block C 1 Islamabad.,45000000,2722.5,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.30697674418604654,0.18478260869565216,0.4444444444444445,0.8333333333333334,16528.92561983471
CDA sector Multi Garden B17 islamabad House For sale,85000000,5445,7,6,"MPCHS - Block A, MPCHS - Multi Gardens",0,0.6790697674418604,0.45652173913043476,0.6666666666666665,0.8333333333333334,15610.651974288337
"5 Marla Triple Storey House For Sale In Faisal Margallah City , B17 Islamabad.",30000000,1361.25,4,4,"MPCHS - Multi Gardens, B-17",8,0.16744186046511628,0.048913043,0.3333333333333333,0.5,22038.567493112947
5 Marla House For Sale In Faisal Margalla City B-17 Islamabad,24000000,1361.25,4,4,"MPCHS - Multi Gardens, B-17",8,0.11162790697674418,0.048913043,0.3333333333333333,0.5,17630.853994490357
5 Marla Double Heighted House for Sale in Faisal Margalla City - B17 Islamabad,27500000,1361.25,4,4,"MPCHS - Multi Gardens, B-17",8,0.14418604651162792,0.048913043,0.3333333333333333,0.5,20202.0202
5 Marla Luxury House For Sale Dual Unit Option | Prime Location,22500000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.097674419,0.048913043,0.3333333333333333,0.6666666666666666,16528.92561983471
Multi Gardens C1 Block 5 Marla Brand New Near To Parks Ideal Location B 17 Isalamabad,24000000,1361.25,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.11162790697674418,0.048913043,0.5555555555555556,0.8333333333333334,17630.853994490357
10 Marla Brand New Double Unit House Available For Sale. Multi Gardens MPCHS B-17 Block C 1 Islamabad.,45000000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.30697674418604654,0.18478260869565216,0.5555555555555556,0.8333333333333334,16528.92561983471
8 Marla (30*60) Front Open With Extra Land House For Sale In Block C Mpchs Multi Garden B17 Islamabad,35000000,2178,5,5,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.6666666666666666,16069.788797061525
5 Marla (25*50) Double Unit House For Sale In Block F Multi Garden B17 Islamabad,24500000,1361.25,5,5,"MPCHS - Multi Gardens, B-17",8,0.11627906976744187,0.048913043,0.4444444444444445,0.6666666666666666,17998.163452708908
5 Marla Sun Face Front Open Brand New Double Unit House Available For Sale In Multi Gardens MPCHS B-17 Islamabad,22000000,1361.25,4,4,"MPCHS - Multi Gardens, B-17",8,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
5 Marla Brand New Double Storey House Available For Sale In Multi Gardens MPCHS B-17 Islamabad,22000000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.093023256,0.048913043,0.4444444444444445,0.8333333333333334,16161.61616161616
5 Marla Designer house for sale in Multi Garden B 17 Islamabad,24000000,1361.25,4,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11162790697674418,0.048913043,0.3333333333333333,0.8333333333333334,17630.853994490357
Multi B17 Islamabad Brand New House For Sale Good Construction Work,42000000,2178,4,5,"MPCHS - Multi Gardens, B-17",8,0.27906976744186046,0.13043478260869562,0.3333333333333333,0.6666666666666666,19283.74655647383
"Brand New Modern House For Sale In Block B - MPCHS, Multi Gardens B-17, CDA Sector, Islamabad",78000000,3811.5,10,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.6139534883720931,0.29347826086956524,1,0.8333333333333334,20464.38410074774
Multi Gardens F Block 5 Marla Homes Design Home For Sale In B17 Islamabad,23000000,1361.25,5,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.4444444444444445,0.6666666666666666,16896.23507805326
10 Marla House In Beautiful Location Of MPCHS - Block E In Islamabad,40000000,2722.5,4,4,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.26046511627906976,0.18478260869565216,0.3333333333333333,0.5,14692.378328741965
Ideal House For Sale In MPCHS - Block F,28000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.14883720930232558,0.048913043,0.3333333333333333,0.5,20569.329660238753
Your Dream 7 Marla House Is Available In MPCHS - Block F,30000000,1905.75,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.16744186046511628,0.10326086956521739,0.3333333333333333,0.6666666666666666,15741.833923652106
MPCHS - Block E House For sale Sized 7 Marla,22500000,1905.75,2,2,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.097674419,0.10326086956521739,0.1111111111111111,0.16666666666666666,11806.37544273908
Perfect 5 Marla House In MPCHS - Block F For sale,24000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11162790697674418,0.048913043,0.3333333333333333,0.5,17630.853994490357
"8 Marla House For Sale In Multi Gardens B-17, MPCHS Islamabad",25000000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.12093023255813953,0.13043478260869562,0.4444444444444445,0.8333333333333334,11478.42056932966
Brand New House Prime location,49500000,2722.5,6,6,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.3488372093023256,0.18478260869565216,0.5555555555555556,0.8333333333333334,18181.81818181818
Brand New Double Storey Corner,23000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.3333333333333333,0.6666666666666666,16896.23507805326
A+ Construction House 60 Feet Road Corner,28000000,1361.25,4,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.14883720930232558,0.048913043,0.3333333333333333,0.8333333333333334,20569.329660238753
Brand New Double Storey Prime Location,57000000,3811.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.41860465116279066,0.29347826086956524,0.5555555555555556,0.8333333333333334,14954.74223
Very Prime Location 1 Kanal! Basment+1st Floor!  Suitable For Commercial Activity! Reasonable Price Only 6.10 Cr!,61000000,5445,7,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.45581395348837206,0.45652173913043476,0.6666666666666665,0.8333333333333334,11202.93847566575
5 Marla (25*50) House For Sale In Block F MPCHS Multi Garden B17 Islamabad,25000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.12093023255813953,0.048913043,0.3333333333333333,0.6666666666666666,18365.472910927456
5 Marla (25*50) House For Sale In Block F Multi Garden B17 Islamabad,22500000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.097674419,0.048913043,0.3333333333333333,0.6666666666666666,16528.92561983471
5 Marla (25*50) Double Unit House For Sale In Block F Multi Garden B17 Islamabad,21000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.3333333333333333,0.6666666666666666,15426.997245179064
5 Marla (25*50) Short Corner House For Sale In Block F MPCHS Multi Garden B17 Islamabad,22500000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.097674419,0.048913043,0.3333333333333333,0.6666666666666666,16528.92561983471
5 Marla (25*50) Corner House For Sale In Block F MPCHS Multi Garden B17 Islamabad,23000000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.10232558139534884,0.048913043,0.3333333333333333,0.6666666666666666,16896.23507805326
5 Marla (25*50) House For Sale In Block F MPCHS Multi Garden B17 Islamabad,20000000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.074418605,0.048913043,0.2222222222222222,0.5,14692.378328741965
5 Marla (25*50) House For sale in block F MPCHS multi Garden B17 islamabad,21000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.3333333333333333,0.6666666666666666,15426.997245179064
5 Marla (25*50) House For sale in Block F MPCHS Multi Garden B17 islamabad,23000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.3333333333333333,0.6666666666666666,16896.23507805326
10 Marla House For Sale In Multi Garden B17 MPCHS A CDA Sector,41000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.26976744186046514,0.18478260869565216,0.4444444444444445,0.8333333333333334,15059.687786960514
B-17 Block C-1 Luxury House For Sale,52500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.3767441860465116,0.18478260869565216,0.5555555555555556,0.8333333333333334,19283.74655647383
Designer Brand New House For Sale To Live And Investment.,57500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
Brand New 5 Marla House For Sale In B-17 Block F | Modern Design | Prime Location,16800000,1524.6,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.044651163,0.065217391,0.2222222222222222,0.5,11019.283746556475
C BLOCK 8 Marla Brand New Designer House With Extra Land Available For Sale In Mpchs Multi Gardens B17 Islamabad,35000000,2178,5,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.8333333333333334,16069.788797061525
C block 30x60 house at reasonable rate B-17 Islamabad,33000000,2178,4,5,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.19534883720930235,0.13043478260869562,0.3333333333333333,0.6666666666666666,15151.515151515152
Buying A House In MPCHS - Block B?,60000000,4083.75,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.44651162790697674,0.3206521739130435,0.5555555555555556,0.8333333333333334,14692.378328741965
Beautiful Furnished Home For Sale In Prime Location Of B-17 Islamabad.,24500000,2178,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11627906976744187,0.13043478260869562,0.3333333333333333,0.6666666666666666,11248.852157943067
Designer Brand New House For Sale To Live.,57500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
Stylish A+ Constructed 10 Marla Home In C-1 Block B-17 Ideal For Families,46500000,2722.5,5,7,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.3209302325581395,0.18478260869565216,0.4444444444444445,0.9999999999999999,17079.889807162534
Stylish A+ Constructed 5 Marla Home in C-1 Block B-17 Ideal for Families,27000000,1361.25,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.13953488372093026,0.048913043,0.4444444444444445,0.6666666666666666,19834.710743801654
5 Marla House Is Available For Sale In Faisal Hills Block C,18400000,1361.25,3,3,"MPCHS - Multi Gardens, B-17",8,0.059534884,0.048913043,0.2222222222222222,0.33333333333333337,13516.988062442608
"Lavish 5 Marla Short Corner House Available For Sale @2.25,In MPCHS B-17 ,A Class Construction",22500000,1361.25,4,6,"MPCHS - Multi Gardens, B-17",8,0.097674419,0.048913043,0.3333333333333333,0.8333333333333334,16528.92561983471
5 Marla House Is Available For Sale In Faisal Hills Block C,18400000,1361.25,3,3,"MPCHS - Multi Gardens, B-17",8,0.059534884,0.048913043,0.2222222222222222,0.33333333333333337,13516.988062442608
5 Marla House Is Available For Sale Located At Faisal Hills Block C,18400000,1361.25,3,3,"MPCHS - Multi Gardens, B-17",8,0.059534884,0.048913043,0.2222222222222222,0.33333333333333337,13516.988062442608
35x65 10. beautiful dubble store house for sale at multi garden B17 Islamabad,45000000,2450.25,6,6,"MPCHS - Multi Gardens, B-17",8,0.30697674418604654,0.1576086956521739,0.5555555555555556,0.8333333333333334,18365.472910927456
10 Marla Brand New Luxury House Available For Sale,52000000,2722.5,4,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.37209302325581395,0.18478260869565216,0.3333333333333333,0.8333333333333334,19100.091827364555
5 Marla (25*50) Corner House For Sale In Block F MPCHS Multi Garden B17 Islamabad,28000000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.14883720930232558,0.048913043,0.2222222222222222,0.5,20569.329660238753
5 Marla (25*50) House For sale in Block F Mpchs Multi garden B17 islamabad,23000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.3333333333333333,0.6666666666666666,16896.23507805326
5 Marla (25*50) Modern Elevation House For Sale In Block F Mpchs Multi Garden B17 Islamabad,23900000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11069767441860465,0.048913043,0.3333333333333333,0.6666666666666666,17557.392102846647
Most Modern Constructed Kanal House,90000000,5445,6,6,"MPCHS - Multi Gardens, B-17",8,0.7255813953488373,0.45652173913043476,0.5555555555555556,0.8333333333333334,16528.92561983471
5Marla double storey house for sale,18000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.055813953,0.048913043,0.3333333333333333,0.6666666666666666,13223.140495867769
8 Marla ( 30*60 ) Brand New Double Unit House Available For Sale. Multi Gardens MPCHS B-17 Block C 1 Islamabad.,27500000,2178,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.14418604651162792,0.13043478260869562,0.3333333333333333,0.8333333333333334,12626.262626262625
"B-17 E Block 30*60 House For Sale In 1100"" Series,",25000000,2178,5,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.12093023255813953,0.13043478260869562,0.4444444444444445,0.8333333333333334,11478.42056932966
Brand New Double Storey House,35000000,2178,4,5,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.3333333333333333,0.6666666666666666,16069.788797061525
5 Marla Brand New House Luxury House For Sale,23000000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.2222222222222222,0.5,16896.23507805326
To sale You Can Find Spacious House In MPCHS - Multi Gardens,46000000,2722.5,5,5,"MPCHS - Multi Gardens, B-17",8,0.31627906976744186,0.18478260869565216,0.4444444444444445,0.6666666666666666,16896.23507805326
2nd to Corner Brand New House Available For Sale In E Block,26000000,2178,5,5,"MPCHS - Multi Gardens, B-17",8,0.13023255813953488,0.13043478260869562,0.4444444444444445,0.6666666666666666,11937.557392102846
Beautiful Location 5 Marla House For Sale!,22000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
10 Marla Newly Constructed Gray Structure Available For Sale In Mpchs B-17 Block C,33000000,2967.525,6,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.19534883720930235,0.20923913043478265,0.5555555555555556,0.8333333333333334,11120.378092855157
"25x50 Nice Location , Best For Living Very Reasonable Price",18500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.060465116,0.048913043,0.3333333333333333,0.5,13590.449954086318
30x60 7Marla Single Storey House Available for Sale in Block E MPCHS Sector B-17 Islamabad,22500000,1905.75,3,3,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.097674419,0.10326086956521739,0.2222222222222222,0.33333333333333337,11806.37544273908
Designer House Is Available For Sale In B-17 Block C1,46000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.31627906976744186,0.18478260869565216,0.4444444444444445,0.8333333333333334,16896.23507805326
Multi Gardens F Block 5 Marla Structure Ideal Location Near To Main Markaz Solid Home For Sale in B 17 Islamabad,12500000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.004651163,0.048913043,0.4444444444444445,0.8333333333333334,9182.736455463728
1800 Square Feet House For sale In MPCHS - Block E,34000000,2178,5,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.20465116279069767,0.13043478260869562,0.4444444444444445,0.8333333333333334,15610.651974288337
Multi Gardens C1 Block 5 Marla Home Brand New A+ Construction Available For Sale In B 17 Islamabad,24000000,1361.25,4,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.11162790697674418,0.048913043,0.3333333333333333,0.6666666666666666,17630.853994490357
"Luxury Designer House for Sale CDA Sector B-17, Islamabad",23000000,1524.6,4,5,"MPCHS - Multi Gardens, B-17",8,0.10232558139534884,0.065217391,0.3333333333333333,0.6666666666666666,15085.924176833269
Your Search For House In Islamabad Ends Here,32000000,1905.75,3,3,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.18604651162790697,0.10326086956521739,0.2222222222222222,0.33333333333333337,16791.289518562247
Designer Brand New house for sale to live and investment.,55000000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4,0.18478260869565216,0.5555555555555556,0.8333333333333334,20202.0202
Designer Brand New House For Sale To Live And Investment.,57500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
Designer Brand New house for sale to live and investment.,57500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
Designer Brand New house for sale to live and investment.,57500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
Amazing 14 Marla House In Multi Gardens B17 Islamabad,79000000,3811.5,5,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.6232558139534884,0.29347826086956524,0.4444444444444445,0.8333333333333334,20726.747999475272
Luxurious 8 Marla House In B17 Islamabad At Peaceful Location,39000000,2178,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.25116279069767444,0.13043478260869562,0.4444444444444445,0.6666666666666666,17906.33608815427
Luxury 8 Marla House In B17 Multigardens Islamabad,34000000,2178,5,5,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.20465116279069767,0.13043478260869562,0.4444444444444445,0.6666666666666666,15610.651974288337
4 Story Designer 6 Bedrooms At Prime Location In B17 Islamabad,60000000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.44651162790697674,0.18478260869565216,0.5555555555555556,0.8333333333333334,22038.567493112947
4 Story Designer 6 Bedrooms At Prime Location In B17 Islamabad,60000000,2722.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.44651162790697674,0.18478260869565216,0.5555555555555556,0.8333333333333334,22038.567493112947
Street Corner 5 Marla House In B17 Multigardens Islamabad,23500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.3333333333333333,0.5,17263.54453627181
Street Corner 5 Marla House In B17 Multigardens Islamabad,24000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11162790697674418,0.048913043,0.3333333333333333,0.5,17630.853994490357
Amazing 5 Marla House In B17 Multigardens Islamabad,21000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.3333333333333333,0.5,15426.997245179064
Amazing 5 Marla House In B17 Multigardens Islamabad,21000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.3333333333333333,0.5,15426.997245179064
Amazing 5 Marla House In B17 Multigardens Islamabad,21000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.3333333333333333,0.5,15426.997245179064
5 Marla House In Multigardens B17 At A Very Reasonable Price,17500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.051162791,0.048913043,0.3333333333333333,0.5,12855.831037649219
5 Marla House In Multigardens B17 At A Very Reasonable Price,17500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.051162791,0.048913043,0.3333333333333333,0.5,12855.831037649219
